Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del plazo fijo;Nombre corto del plazo fijo;Denominación;Monto mínimo a invertir;Plazo mínimo a invertir;Canal de constitución;Tasa efectiva anual mínima;Territorio de validez de la oferta;Más información
341;BANCO MASVENTAS S.A.;2026-06-05;INTRANSFERIBLESPORATM/HBHASTA10000000;INTRANPORATM/HBH10000000;Pesos;1000;30 días;Electrónico;23,15;Provincia de Salta;
341;BANCO MASVENTAS S.A.;2026-06-05;INTRANSFERIBLESPORATM/HBHASTA10000000;INTRANPORATM/HBH10000000;Pesos;1000;30 días;Electrónico;23,15;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DINSTRANSFERIBLEEFECTIVO;PFI;Dólares estadounidenses;100;30 días;Ventanilla de sucursal;,01;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DPLAZOFIJOPRECANCELABLEUVA;PFPRCUVA;UVA;1000;90 días;Todos los canales;1,00;Provincia de Salta;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DPLAZOFIJOPRECANCELABLEUVA;PFPRCUVA;UVA;1000;90 días;Todos los canales;1,00;Todo el territorio nacional;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DTRANSFERIBLEEFECTIVOPHUMANAYPJURIDICAS;PFTPHYPJ;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Provincia de Salta;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DPLAZOFIJODOLARES;PFDOLARES;Dólares estadounidenses;100;30 días;Electrónico;,01;Todo el territorio nacional;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DINSTRANSFERIBLEEFECTIVOPHYPJ;PFIPHYPJ;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Provincia de Salta;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DTRANSFERIBLE EFECTIVO;PFT;Dólares estadounidenses;100;30 días;Ventanilla de sucursal;,01;Provincia de Salta;0000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DINSTRANSFERIBLEEFECTIVO;PFI;Dólares estadounidenses;100;30 días;Ventanilla de sucursal;,01;Provincia de Salta;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DPLAZOFIJOPESOSPRECANCELABLE;PFPPRECANC;Pesos;1000;90 días;Electrónico;22,72;Todo el territorio nacional;000A
341;BANCO MASVENTAS S.A.;2026-06-05;000DINTRANSFERIBLEC/ACREDCTAVTOHASTA10000000;PFIACREDCTAH10M;Pesos;1000;30 días;Ventanilla de sucursal;23,15;Provincia de Salta;000A
384;UALA BANK S.A.U.;2026-06-30;PLAZO FIJO TRADICIONAL;PF TRADICIONAL;Pesos;1000;30 días;Home banking;20,75;Todo el territorio nacional;
384;UALA BANK S.A.U.;2026-06-30;PLAZO FIJO TRADICIONAL;PF TRADICIONAL;Pesos;1000;360 días o más;Home banking;27,00;Todo el territorio nacional;
384;UALA BANK S.A.U.;2026-06-30;PLAZO FIJO PPJJ;PF PPJJ;Pesos;1000;30 días;Home banking;21,94;Todo el territorio nacional;
384;UALA BANK S.A.U.;2026-06-30;PLAZO FIJO TRADICIONAL;PF TRADICIONAL;Pesos;1000;180 días;Home banking;24,34;Todo el territorio nacional;
384;UALA BANK S.A.U.;2026-06-30;PLAZO FIJO TRADICIONAL;PF TRADICIONAL;Pesos;1000;90 días;Home banking;22,72;Todo el territorio nacional;
384;UALA BANK S.A.U.;2026-06-30;PLAZO FIJO TRADICIONAL;PF TRADICIONAL;Pesos;1000;60 días;Home banking;21,75;Todo el territorio nacional;
384;UALA BANK S.A.U.;2026-06-30;PLAZO FIJO PRECANCELABLE PPJJ;PF PRECANCELABLE PPJJ;Pesos;1000;180 días;Home banking;15,57;Todo el territorio nacional;
386;NUEVO BANCO DE ENTRE RÍOS S.A.;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PLAZO FIJO UVA PRECANCELA;UVA;25000;180 días;Ventanilla de sucursal;2,01;Todo el territorio nacional;-.-
386;NUEVO BANCO DE ENTRE RÍOS S.A.;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PLAZO FIJO UVA PRECANCELA;UVA;25000;90 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;-.-
386;NUEVO BANCO DE ENTRE RÍOS S.A.;2026-06-05;PLAZO FIJO TRADICIONAL;PLAZO FIJO TRADICIONAL;Pesos;5000;90 días;Home banking;18,69;Todo el territorio nacional;-.-
386;NUEVO BANCO DE ENTRE RÍOS S.A.;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PLAZO FIJO UVA PRECANCELA;UVA;25000;90 días;Home banking;1,00;Todo el territorio nacional;-.-
386;NUEVO BANCO DE ENTRE RÍOS S.A.;2026-06-05;PLAZO FIJO TRADICIONAL;PLAZO FIJO TRADICIONAL;Pesos;5000;30 días;Home banking;18,98;Todo el territorio nacional;-.-
386;NUEVO BANCO DE ENTRE RÍOS S.A.;2026-06-05;PLAZO FIJO UVA PRECANCELABLE;PLAZO FIJO UVA PRECANCELA;UVA;25000;180 días;Home banking;2,01;Todo el territorio nacional;-.-
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO UVA PRECANCELABLE;PF UVA;UVA;1000;90 días;Home banking;1,00;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO TRADICIONAL EN PESOS;PF TRAD PESOS;Pesos;1000;90 días;Ventanilla de sucursal;18,12;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO TRADICIONAL EN PESOS;PF TRAD PESOS;Pesos;1000;30 días;Home banking;24,36;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO TRADICIONAL EN PESOS;PF TRAD PESOS;Pesos;1000;90 días;Home banking;21,56;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO TRADICIONAL EN PESOS;PF TRAD PESOS;Pesos;1000;30 días;Cajero automático;24,36;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO TRADICIONAL EN PESOS;PF TRAD PESOS;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO EN DOLARES;PF DOLARES;Dólares estadounidenses;1000;Todos los plazos;Ventanilla de sucursal;,10;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO UVA PRECANCELABLE;PF UVA;UVA;1000;90 días;Cajero automático;1,00;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO EN DOLARES;PF DOLARES;Dólares estadounidenses;1000;Todos los plazos;Cajero automático;1,76;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO UVA PRECANCELABLE;PF UVA;UVA;1000;90 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO EN DOLARES;PF DOLARES;Dólares estadounidenses;1000;Todos los plazos;Home banking;1,76;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO TRADICIONAL EN PESOS;PF TRAD PESOS;Pesos;1000;90 días;Cajero automático;21,56;Todo el territorio nacional;
389;BANCO COLUMBIA S.A.;2026-06-29;PLAZO FIJO EN EUROS;PF EURO;Euros;1000;Todos los plazos;Ventanilla de sucursal;,10;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO CON PAGO PERIODICO DE INTERESES;PF PAGO PERIODICO INT;Pesos;1000;60 días;Ventanilla de sucursal;16,65;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO UVA PRECANCELABLE AJUSTABLE POR CER;PF UVA PRECANCELABLE;UVA;1000;180 días;Home banking;1,00;Todo el territorio nacional;TEA PRECANCELACION 10,47
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO PRECANCELABLE EN PESOS SECTOR PRIVADO;PF PRECANCELABLE SP;Pesos;100000;180 días;Ventanilla de sucursal;17,11;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO UVA PRECANCELABLE AJUSTABLE POR CER;PF UVA PRECANCELABLE;UVA;1000;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;TEA PRECANCELACION 10,47
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN PESOS TRANSFERIBLE E INSTRANFERIBLE;PF TRANSF E INSTRANF;Pesos;1000;30 días;Ventanilla de sucursal;24,36;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN PESOS HOMEBANKING WEB;PF HOME WEB PESOS;Pesos;1000;30 días;Home banking;24,36;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN PESOS TRANSFERIBLE E INSTRANFERIBLE;PF TRANSF E INSTRANF;Pesos;1000;30 días;Cajero automático;24,36;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN DOLARES HOMEBANKING WEB DESDE USD 100.000;PF HOME WEB DOLARES;Dólares estadounidenses;100000;30 días;Home banking;2,02;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN DOLARES HOMEBANKING WEB HASTA USD 99.999;PF HOME WEB DOLARES;Dólares estadounidenses;500;30 días;Home banking;2,02;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN PESOS WEB -NO CLIENTES-;PF NO CLIENTES;Pesos;1000;30 días;Electrónico;24,36;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN DOLARES DESDE USD 100.000;PF DOLAR;Dólares estadounidenses;100000;30 días;Ventanilla de sucursal;2,02;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-06-22;PLAZO FIJO EN DOLARES HASTA USD 99.999;PF DOLAR;Dólares estadounidenses;500;30 días;Ventanilla de sucursal;2,02;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO SOSTENIBLE EN PESOS HASTA 100 M;PF SOST PESOS HASTA 100 M;Pesos;50000001;30 días;Ventanilla de sucursal;21,94;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 1 M;PF PESOS HASTA 1 M;Pesos;10000;30 días;Ventanilla de sucursal;19,56;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN DOLARES 301D;PF DOLARES 301D;Dólares estadounidenses;100;30 días;Ventanilla de sucursal;4,07;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN DOLARES 181D;PF DOLARES 181D;Dólares estadounidenses;100;30 días;Ventanilla de sucursal;3,56;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 1 M;PF PESOS HASTA 1 M;Pesos;10000;30 días;Home banking;24,36;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 50 M;PF PESOS HASTA 50 M;Pesos;10000001;30 días;Home banking;24,36;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN DOLARES 30D;PF DOLARES 30D;Dólares estadounidenses;100;30 días;Home banking;3,04;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS MAS DE 100 M;PF PESOSMAS DE 100 M;Pesos;100000000;30 días;Ventanilla de sucursal;24,36;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 10 M;PF PESOS HASTA 10 M;Pesos;1000001;30 días;Home banking;24,36;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO PRECANCELABLE UVA;PF PRECANCELABLE UVA;UVA;1000;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO SOSTENIBLE EN PESOS HASTA 1 M;PF SOST PESOS HASTA 1 M;Pesos;10000;30 días;Ventanilla de sucursal;18,39;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 50 M;PF PESOS HASTA 50 M;Pesos;10000001;30 días;Ventanilla de sucursal;21,94;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOSMAS DE 100 M;PF PESOSMAS DE 100 M;Pesos;100000000;30 días;Home banking;24,36;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 100 M;PF PESOS HASTA 100 M;Pesos;50000001;30 días;Home banking;24,36;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN DOLARES 301D;PF DOLARES 301D;Dólares estadounidenses;100;30 días;Home banking;4,07;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO SOSTENIBLE EN PESOS HASTA 50 M;PF SOST PESOS HASTA 50 M;Pesos;10000001;30 días;Ventanilla de sucursal;20,75;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 10 M;PF PESOS HASTA 10 M;Pesos;1000001;30 días;Ventanilla de sucursal;20,75;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO SOSTENIBLE EN PESOS HASTA 10 M;PF SOST PESOS HASTA 10 M;Pesos;1000001;30 días;Ventanilla de sucursal;19,56;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN DOLARES 30D;PF DOLARES 30D;Dólares estadounidenses;100;30 días;Ventanilla de sucursal;3,04;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO SOSTENIBLE EN PESOS MAS DE 100 M;PF SOST PESOSMAS DE 100 M;Pesos;100000000;30 días;Ventanilla de sucursal;23,15;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN DOLARES 181D;PF DOLARES 181D;Dólares estadounidenses;100;30 días;Home banking;3,56;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-06-30;PLAZO FIJO EN PESOS HASTA 100 M;PF PESOS HASTA 100 M;Pesos;50000001;30 días;Ventanilla de sucursal;23,15;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-06-12;PLAZO FIJO;PLAZO FIJO PESOS;Pesos;3000;60 días;Ventanilla de sucursal;20,75;Ciudad Autónoma de Buenos Aires;
432;BANCO DE COMERCIO S.A.;2026-06-12;PLAZO FIJO;PLAZO FIJO PESOS;Pesos;3000;30 días;Ventanilla de sucursal;20,75;Ciudad Autónoma de Buenos Aires;
432;BANCO DE COMERCIO S.A.;2026-06-12;PLAZO FIJO;PLAZO FIJO TITULOS;Otra;3000;Todos los plazos;Ventanilla de sucursal;1,00;Ciudad Autónoma de Buenos Aires;
432;BANCO DE COMERCIO S.A.;2026-06-12;PLAZO FIJO;PLAZO FIJO PESOS;Pesos;3000;90 días;Ventanilla de sucursal;20,75;Ciudad Autónoma de Buenos Aires;
432;BANCO DE COMERCIO S.A.;2026-06-12;PLAZO FIJO;PLAZO FIJO DOLAR;Dólares estadounidenses;1000;Todos los plazos;Ventanilla de sucursal;,50;Ciudad Autónoma de Buenos Aires;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 160 DIAS;PF90;Pesos;1000;90 días;Todos los canales;23,93;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 36 DIAS;PF30;Pesos;1000;30 días;Todos los canales;23,71;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 180 DIAS;PF180;Pesos;1000;180 días;Todos los canales;23,78;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 120 DIAS;PF90;Pesos;1000;90 días;Todos los canales;24,24;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 45 DIAS;PF30;Pesos;1000;30 días;Todos los canales;23,64;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 90 DIAS;PF90;Pesos;1000;90 días;Todos los canales;23,89;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 60 DIAS;PF60;Pesos;1000;60 días;Todos los canales;23,53;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 30 DIAS;PF30;Pesos;1000;30 días;Todos los canales;23,75;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 360 DIAS;PF360;Pesos;1000;360 días o más;Todos los canales;22,50;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 160 DIAS;PF90;Pesos;1000;90 días;Todos los canales;23,93;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 60 DIAS;PF60;Pesos;1000;60 días;Todos los canales;23,53;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 36 DIAS;PF30;Pesos;1000;30 días;Todos los canales;23,71;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 90 DIAS;PF90;Pesos;1000;90 días;Todos los canales;23,89;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 45 DIAS;PF30;Pesos;1000;30 días;Todos los canales;23,64;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 180 DIAS;PF180;Pesos;1000;180 días;Todos los canales;23,78;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 120 DIAS;PF90;Pesos;1000;90 días;Todos los canales;24,24;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 360 DIAS;PF360;Pesos;1000;360 días o más;Todos los canales;22,50;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2026-06-30;PLAZO FIJO 30 DIAS;PF30;Pesos;1000;30 días;Todos los canales;23,75;Todo el territorio nacional;
448;BANCO DINO S.A.;2026-06-30;P FIJO INTRANSFERIBLE UVA;P FIJO INTRANSFERIBLE UVA;UVA;1000;180 días;Ventanilla de sucursal;1,51;Provincia de Córdoba;
448;BANCO DINO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;1000;90 días;Ventanilla de sucursal;16,99;Provincia de Córdoba;
448;BANCO DINO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;1000;30 días;Ventanilla de sucursal;21,94;Provincia de Córdoba;
448;BANCO DINO S.A.;2026-06-30;P FIJO INTRANSFERIBLE UVA;P FIJO INTRANSFERIBLE UVA;UVA;1000;90 días;Ventanilla de sucursal;1,51;Provincia de Córdoba;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;90 días;Línea telefónica;,55;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;60 días;Ventanilla de sucursal;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZO FIJO PRECANCELABLE UVA;PF PRECANCELABLE UVA;Pesos;10000;360 días o más;Ventanilla de sucursal;,00;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;360 días o más;Ventanilla de sucursal;1,00;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;90 días;Ventanilla de sucursal;,50;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;30 días;Ventanilla de sucursal;,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;360 días o más;Línea telefónica;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;90 días;Línea telefónica;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;180 días;Ventanilla de sucursal;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;180 días;Ventanilla de sucursal;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;180 días;Ventanilla de sucursal;,95;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;360 días o más;Ventanilla de sucursal;1,00;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;180 días;Línea telefónica;,90;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;30 días;Ventanilla de sucursal;,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;60 días;Línea telefónica;,35;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;30 días;Ventanilla de sucursal;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;90 días;Ventanilla de sucursal;,50;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;30 días;Línea telefónica;,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;90 días;Ventanilla de sucursal;,55;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;180 días;Línea telefónica;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;90 días;Línea telefónica;,50;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;30 días;Línea telefónica;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;360 días o más;Ventanilla de sucursal;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;360 días o más;Línea telefónica;1,00;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;60 días;Línea telefónica;,40;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;90 días;Línea telefónica;,50;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
